division,estado,municipio,anio,mes,intervalo_horario,cargo,valor,Fecha
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2020,6,-,Distribución,87.99,2020-06
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2020,6,-,Capacidad,310.32,2020-06
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2020,6,-,Fijo,697.99,2020-06
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2020,6,Base,Variable (Energía),1.8305,2020-06
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2020,6,Intermedia,Variable (Energía),2.3207,2020-06
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2020,6,Punta,Variable (Energía),3.2616,2020-06
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2020,6,-,Distribución,87.99,2020-06
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2020,6,-,Capacidad,222.45,2020-06
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2020,6,-,Fijo,464.57,2020-06
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2020,6,Base,Variable (Energía),0.928,2020-06
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2020,6,Intermedia,Variable (Energía),1.6383,2020-06
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2020,6,Punta,Variable (Energía),1.8647,2020-06
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2020,6,-,Distribución,95.87,2020-06
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2020,6,-,Capacidad,339.97,2020-06
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2020,6,-,Fijo,407.55,2020-06
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2020,6,Base,Variable (Energía),0.9261,2020-06
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2020,6,Intermedia,Variable (Energía),1.6405,2020-06
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2020,6,Punta,Variable (Energía),1.846,2020-06
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2020,6,-,Distribución,152.04,2020-06
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2020,6,-,Capacidad,339.84,2020-06
CENTRO ORIENTE,PUEBLA,PUEBLA,2020,6,-,Fijo,456.42,2020-06
CENTRO ORIENTE,PUEBLA,PUEBLA,2020,6,Base,Variable (Energía),0.9238,2020-06
CENTRO ORIENTE,PUEBLA,PUEBLA,2020,6,Intermedia,Variable (Energía),1.6413,2020-06
CENTRO ORIENTE,PUEBLA,PUEBLA,2020,6,Punta,Variable (Energía),1.8508,2020-06
CENTRO ORIENTE,PUEBLA,PUEBLA,2020,6,-,Distribución,146.28,2020-06
CENTRO ORIENTE,PUEBLA,PUEBLA,2020,6,-,Capacidad,336.82,2020-06
CENTRO SUR,MORELOS,CUERNAVACA,2020,6,-,Fijo,505.35,2020-06
CENTRO SUR,MORELOS,CUERNAVACA,2020,6,Base,Variable (Energía),0.8505,2020-06
CENTRO SUR,MORELOS,CUERNAVACA,2020,6,Intermedia,Variable (Energía),1.492,2020-06
CENTRO SUR,MORELOS,CUERNAVACA,2020,6,Punta,Variable (Energía),1.6871,2020-06
CENTRO SUR,MORELOS,CUERNAVACA,2020,6,-,Distribución,216.31,2020-06
CENTRO SUR,MORELOS,CUERNAVACA,2020,6,-,Capacidad,316.3,2020-06
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2020,6,-,Fijo,476.94,2020-06
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2020,6,Base,Variable (Energía),0.8807,2020-06
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2020,6,Intermedia,Variable (Energía),1.4805,2020-06
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2020,6,Punta,Variable (Energía),1.7137,2020-06
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2020,6,-,Distribución,121.67,2020-06
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2020,6,-,Capacidad,339.97,2020-06
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2020,6,-,Fijo,558.81,2020-06
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2020,6,Base,Variable (Energía),0.8989,2020-06
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2020,6,Intermedia,Variable (Energía),1.3882,2020-06
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2020,6,Punta,Variable (Energía),1.5055,2020-06
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2020,6,-,Distribución,56.56,2020-06
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2020,6,-,Capacidad,348.28,2020-06
JALISCO,JALISCO,GUADALAJARA,2020,6,-,Fijo,518.46,2020-06
JALISCO,JALISCO,GUADALAJARA,2020,6,Base,Variable (Energía),0.8925,2020-06
JALISCO,JALISCO,GUADALAJARA,2020,6,Intermedia,Variable (Energía),1.583,2020-06
JALISCO,JALISCO,GUADALAJARA,2020,6,Punta,Variable (Energía),1.7795,2020-06
JALISCO,JALISCO,GUADALAJARA,2020,6,-,Distribución,156.8,2020-06
JALISCO,JALISCO,GUADALAJARA,2020,6,-,Capacidad,339.97,2020-06
NOROESTE,SONORA,HERMOSILLO,2020,6,-,Fijo,630.2,2020-06
NOROESTE,SONORA,HERMOSILLO,2020,6,Base,Variable (Energía),0.8541,2020-06
NOROESTE,SONORA,HERMOSILLO,2020,6,Intermedia,Variable (Energía),1.3613,2020-06
NOROESTE,SONORA,HERMOSILLO,2020,6,Punta,Variable (Energía),1.5076,2020-06
NOROESTE,SONORA,HERMOSILLO,2020,6,-,Distribución,88.77,2020-06
NOROESTE,SONORA,HERMOSILLO,2020,6,-,Capacidad,339.97,2020-06
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,1,-,Fijo,677.66,2019-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,1,Base,Variable (Energía),0.5461,2019-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,1,Intermedia,Variable (Energía),0.8433,2019-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,1,Punta,Variable (Energía),0.0,2019-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,1,-,Distribución,86.82,2019-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,1,-,Capacidad,314.16,2019-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,1,-,Fijo,677.66,2019-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,1,Base,Variable (Energía),1.8489,2019-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,1,Intermedia,Variable (Energía),2.3452,2019-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,1,Punta,Variable (Energía),0.0,2019-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,1,-,Distribución,86.82,2019-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,1,-,Capacidad,225.2,2019-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,1,-,Fijo,451.04,2019-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,1,Base,Variable (Energía),0.9353,2019-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,1,Intermedia,Variable (Energía),1.6543,2019-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,1,Punta,Variable (Energía),1.8836,2019-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,1,-,Distribución,94.59,2019-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,1,-,Capacidad,344.18,2019-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,1,-,Fijo,395.68,2019-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,1,Base,Variable (Energía),0.9333,2019-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,1,Intermedia,Variable (Energía),1.6566,2019-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,1,Punta,Variable (Energía),1.8646,2019-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,1,-,Distribución,150.0,2019-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,1,-,Capacidad,344.04,2019-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,1,-,Fijo,443.13,2019-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,1,Base,Variable (Energía),0.931,2019-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,1,Intermedia,Variable (Energía),1.6574,2019-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,1,Punta,Variable (Energía),1.8695,2019-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,1,-,Distribución,144.32,2019-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,1,-,Capacidad,340.99,2019-01
CENTRO SUR,MORELOS,CUERNAVACA,2019,1,-,Fijo,490.63,2019-01
CENTRO SUR,MORELOS,CUERNAVACA,2019,1,Base,Variable (Energía),0.8568,2019-01
CENTRO SUR,MORELOS,CUERNAVACA,2019,1,Intermedia,Variable (Energía),1.5062,2019-01
CENTRO SUR,MORELOS,CUERNAVACA,2019,1,Punta,Variable (Energía),1.7037,2019-01
CENTRO SUR,MORELOS,CUERNAVACA,2019,1,-,Distribución,213.42,2019-01
CENTRO SUR,MORELOS,CUERNAVACA,2019,1,-,Capacidad,320.21,2019-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,1,-,Fijo,463.05,2019-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,1,Base,Variable (Energía),0.8874,2019-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,1,Intermedia,Variable (Energía),1.4946,2019-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,1,Punta,Variable (Energía),1.7306,2019-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,1,-,Distribución,120.04,2019-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,1,-,Capacidad,344.18,2019-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,1,-,Fijo,542.53,2019-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,1,Base,Variable (Energía),0.9057,2019-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,1,Intermedia,Variable (Energía),1.4012,2019-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,1,Punta,Variable (Energía),1.5198,2019-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,1,-,Distribución,55.81,2019-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,1,-,Capacidad,352.59,2019-01
JALISCO,JALISCO,GUADALAJARA,2019,1,-,Fijo,503.36,2019-01
JALISCO,JALISCO,GUADALAJARA,2019,1,Base,Variable (Energía),0.8993,2019-01
JALISCO,JALISCO,GUADALAJARA,2019,1,Intermedia,Variable (Energía),1.5983,2019-01
JALISCO,JALISCO,GUADALAJARA,2019,1,Punta,Variable (Energía),1.7973,2019-01
JALISCO,JALISCO,GUADALAJARA,2019,1,-,Distribución,154.7,2019-01
JALISCO,JALISCO,GUADALAJARA,2019,1,-,Capacidad,344.18,2019-01
NOROESTE,SONORA,HERMOSILLO,2019,1,-,Fijo,611.85,2019-01
NOROESTE,SONORA,HERMOSILLO,2019,1,Base,Variable (Energía),0.8605,2019-01
NOROESTE,SONORA,HERMOSILLO,2019,1,Intermedia,Variable (Energía),1.3739,2019-01
NOROESTE,SONORA,HERMOSILLO,2019,1,Punta,Variable (Energía),1.522,2019-01
NOROESTE,SONORA,HERMOSILLO,2019,1,-,Distribución,87.59,2019-01
NOROESTE,SONORA,HERMOSILLO,2019,1,-,Capacidad,344.18,2019-01
ORIENTE,VERACRUZ,VERACRUZ,2019,1,-,Fijo,484.06,2019-01
ORIENTE,VERACRUZ,VERACRUZ,2019,1,Base,Variable (Energía),0.8248,2019-01
ORIENTE,VERACRUZ,VERACRUZ,2019,1,Intermedia,Variable (Energía),1.4437,2019-01
ORIENTE,VERACRUZ,VERACRUZ,2019,1,Punta,Variable (Energía),1.6206,2019-01
ORIENTE,VERACRUZ,VERACRUZ,2019,1,-,Distribución,195.51,2019-01
ORIENTE,VERACRUZ,VERACRUZ,2019,1,-,Capacidad,315.92,2019-01
PENINSULAR,YUCATÁN,MERIDA,2019,1,-,Fijo,512.44,2019-01
PENINSULAR,YUCATÁN,MERIDA,2019,1,Base,Variable (Energía),1.0925,2019-01
PENINSULAR,YUCATÁN,MERIDA,2019,1,Intermedia,Variable (Energía),1.8333,2019-01
PENINSULAR,YUCATÁN,MERIDA,2019,1,Punta,Variable (Energía),2.0446,2019-01
PENINSULAR,YUCATÁN,MERIDA,2019,1,-,Distribución,87.62,2019-01
PENINSULAR,YUCATÁN,MERIDA,2019,1,-,Capacidad,344.18,2019-01
SURESTE,TABASCO,BALANCAN,2019,1,-,Fijo,748.38,2019-01
SURESTE,TABASCO,BALANCAN,2019,1,Base,Variable (Energía),0.8966,2019-01
SURESTE,TABASCO,BALANCAN,2019,1,Intermedia,Variable (Energía),1.5498,2019-01
SURESTE,TABASCO,BALANCAN,2019,1,Punta,Variable (Energía),1.7372,2019-01
SURESTE,TABASCO,BALANCAN,2019,1,-,Distribución,136.64,2019-01
SURESTE,TABASCO,BALANCAN,2019,1,-,Capacidad,302.74,2019-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,1,-,Fijo,591.0,2019-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,1,Base,Variable (Energía),0.9819,2019-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,1,Intermedia,Variable (Energía),1.6157,2019-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,1,Punta,Variable (Energía),1.8853,2019-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,1,-,Distribución,59.19,2019-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,1,-,Capacidad,352.59,2019-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,1,-,Fijo,663.61,2019-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,1,Base,Variable (Energía),0.9793,2019-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,1,Intermedia,Variable (Energía),1.6046,2019-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,1,Punta,Variable (Energía),1.8742,2019-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,1,-,Distribución,84.48,2019-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,1,-,Capacidad,352.59,2019-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,1,-,Fijo,676.7,2019-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,1,Base,Variable (Energía),0.9889,2019-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,1,Intermedia,Variable (Energía),1.6251,2019-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,1,Punta,Variable (Energía),1.8989,2019-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,1,-,Distribución,65.97,2019-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,1,-,Capacidad,352.59,2019-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,2,-,Fijo,677.66,2019-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,2,Base,Variable (Energía),0.5436,2019-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,2,Intermedia,Variable (Energía),0.8388,2019-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,2,Punta,Variable (Energía),0.0,2019-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,2,-,Distribución,86.82,2019-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,2,-,Capacidad,312.02,2019-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,2,-,Fijo,677.66,2019-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,2,Base,Variable (Energía),1.8375,2019-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,2,Intermedia,Variable (Energía),2.3304,2019-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,2,Punta,Variable (Energía),0.0,2019-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,2,-,Distribución,86.82,2019-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,2,-,Capacidad,223.66,2019-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,2,-,Fijo,451.04,2019-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,2,Base,Variable (Energía),0.9301,2019-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,2,Intermedia,Variable (Energía),1.6442,2019-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,2,Punta,Variable (Energía),1.872,2019-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,2,-,Distribución,94.59,2019-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,2,-,Capacidad,341.83,2019-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,2,-,Fijo,395.68,2019-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,2,Base,Variable (Energía),0.9281,2019-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,2,Intermedia,Variable (Energía),1.6465,2019-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,2,Punta,Variable (Energía),1.8531,2019-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,2,-,Distribución,150.0,2019-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2019,2,-,Capacidad,341.7,2019-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,2,-,Fijo,443.13,2019-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,2,Base,Variable (Energía),0.9258,2019-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,2,Intermedia,Variable (Energía),1.6473,2019-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,2,Punta,Variable (Energía),1.858,2019-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,2,-,Distribución,144.32,2019-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2019,2,-,Capacidad,338.66,2019-02
CENTRO SUR,MORELOS,CUERNAVACA,2019,2,-,Fijo,490.63,2019-02
CENTRO SUR,MORELOS,CUERNAVACA,2019,2,Base,Variable (Energía),0.8522,2019-02
CENTRO SUR,MORELOS,CUERNAVACA,2019,2,Intermedia,Variable (Energía),1.4972,2019-02
CENTRO SUR,MORELOS,CUERNAVACA,2019,2,Punta,Variable (Energía),1.6933,2019-02
CENTRO SUR,MORELOS,CUERNAVACA,2019,2,-,Distribución,213.42,2019-02
CENTRO SUR,MORELOS,CUERNAVACA,2019,2,-,Capacidad,318.03,2019-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,2,-,Fijo,463.05,2019-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,2,Base,Variable (Energía),0.8826,2019-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,2,Intermedia,Variable (Energía),1.4856,2019-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,2,Punta,Variable (Energía),1.72,2019-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,2,-,Distribución,120.04,2019-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2019,2,-,Capacidad,341.83,2019-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,2,-,Fijo,542.53,2019-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,2,Base,Variable (Energía),0.9008,2019-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,2,Intermedia,Variable (Energía),1.3928,2019-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,2,Punta,Variable (Energía),1.5107,2019-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,2,-,Distribución,55.81,2019-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2019,2,-,Capacidad,350.19,2019-02
JALISCO,JALISCO,GUADALAJARA,2019,2,-,Fijo,503.36,2019-02
JALISCO,JALISCO,GUADALAJARA,2019,2,Base,Variable (Energía),0.8944,2019-02
JALISCO,JALISCO,GUADALAJARA,2019,2,Intermedia,Variable (Energía),1.5886,2019-02
JALISCO,JALISCO,GUADALAJARA,2019,2,Punta,Variable (Energía),1.7863,2019-02
JALISCO,JALISCO,GUADALAJARA,2019,2,-,Distribución,154.7,2019-02
JALISCO,JALISCO,GUADALAJARA,2019,2,-,Capacidad,341.83,2019-02
NOROESTE,SONORA,HERMOSILLO,2019,2,-,Fijo,611.85,2019-02
NOROESTE,SONORA,HERMOSILLO,2019,2,Base,Variable (Energía),0.8558,2019-02
NOROESTE,SONORA,HERMOSILLO,2019,2,Intermedia,Variable (Energía),1.3658,2019-02
NOROESTE,SONORA,HERMOSILLO,2019,2,Punta,Variable (Energía),1.5128,2019-02
NOROESTE,SONORA,HERMOSILLO,2019,2,-,Distribución,87.59,2019-02
NOROESTE,SONORA,HERMOSILLO,2019,2,-,Capacidad,341.83,2019-02
ORIENTE,VERACRUZ,VERACRUZ,2019,2,-,Fijo,484.06,2019-02
ORIENTE,VERACRUZ,VERACRUZ,2019,2,Base,Variable (Energía),0.8204,2019-02
ORIENTE,VERACRUZ,VERACRUZ,2019,2,Intermedia,Variable (Energía),1.4351,2019-02
ORIENTE,VERACRUZ,VERACRUZ,2019,2,Punta,Variable (Energía),1.6108,2019-02
ORIENTE,VERACRUZ,VERACRUZ,2019,2,-,Distribución,195.51,2019-02
ORIENTE,VERACRUZ,VERACRUZ,2019,2,-,Capacidad,313.77,2019-02
PENINSULAR,YUCATÁN,MERIDA,2019,2,-,Fijo,512.44,2019-02
PENINSULAR,YUCATÁN,MERIDA,2019,2,Base,Variable (Energía),1.0863,2019-02
PENINSULAR,YUCATÁN,MERIDA,2019,2,Intermedia,Variable (Energía),1.822,2019-02
PENINSULAR,YUCATÁN,MERIDA,2019,2,Punta,Variable (Energía),2.0319,2019-02
PENINSULAR,YUCATÁN,MERIDA,2019,2,-,Distribución,87.62,2019-02
PENINSULAR,YUCATÁN,MERIDA,2019,2,-,Capacidad,341.83,2019-02
SURESTE,TABASCO,BALANCAN,2019,2,-,Fijo,748.38,2019-02
SURESTE,TABASCO,BALANCAN,2019,2,Base,Variable (Energía),0.8917,2019-02
SURESTE,TABASCO,BALANCAN,2019,2,Intermedia,Variable (Energía),1.5405,2019-02
SURESTE,TABASCO,BALANCAN,2019,2,Punta,Variable (Energía),1.7266,2019-02
SURESTE,TABASCO,BALANCAN,2019,2,-,Distribución,136.64,2019-02
SURESTE,TABASCO,BALANCAN,2019,2,-,Capacidad,300.68,2019-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,2,-,Fijo,591.0,2019-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,2,Base,Variable (Energía),0.9764,2019-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,2,Intermedia,Variable (Energía),1.606,2019-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,2,Punta,Variable (Energía),1.8736,2019-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,2,-,Distribución,59.19,2019-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2019,2,-,Capacidad,350.19,2019-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,2,-,Fijo,663.61,2019-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,2,Base,Variable (Energía),0.9739,2019-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,2,Intermedia,Variable (Energía),1.5949,2019-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,2,Punta,Variable (Energía),1.8627,2019-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,2,-,Distribución,84.48,2019-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2019,2,-,Capacidad,350.19,2019-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,2,-,Fijo,676.7,2019-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,2,Base,Variable (Energía),0.9834,2019-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,2,Intermedia,Variable (Energía),1.6152,2019-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,2,Punta,Variable (Energía),1.8872,2019-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,2,-,Distribución,65.97,2019-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2019,2,-,Capacidad,350.19,2019-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,3,-,Fijo,677.66,2019-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,3,Base,Variable (Energía),0.5508,2019-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,3,Intermedia,Variable (Energía),0.8517,2019-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,3,Punta,Variable (Energía),0.0,2019-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,3,-,Distribución,86.82,2019-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2019,3,-,Capacidad,318.14,2019-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,3,-,Fijo,677.66,2019-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,3,Base,Variable (Energía),1.87,2019-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,3,Intermedia,Variable (Energía),2.3726,2019-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,3,Punta,Variable (Energía),0.0,2019-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,3,-,Distribución,86.82,2019-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2019,3,-,Capacidad,228.05,2019-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2019,3,-,Fijo,451.04,2019-03
